"review_movie_title","review_movie_title_url","review_name","review_url","review_comment","review_username","review_username_url","review_date","review_rating"
"","","Looks so fresh even today","https://www.imdb.com/review/rw7670438/?ref_=tt_urv","I had watched this movie in bits and pieces many times but today I decided to watch it and God it blew me away. The Wachowskis did an Inception level movie in 1999. The cinematography, wacky music and especially the dialogues were top notch. The introductory scenes of Neo looked a bit odd but that won't stop me from giving a 10.","cerelacholmes","https://www.imdb.com/user/ur132568726/?ref_=tt_urv","22 December 2021","10"
"","","I seriously know what the matrix is.","https://www.imdb.com/review/rw7691659/?ref_=tt_urv","The Matrix
Rated M
Runtime: 136 Mins (2 hours 16 Minutes)
Main Storyline: Have you ever had a dream that you were so sure was real? What if you couldn't awaken? How would you know the difference between dream and reality? When a beautiful stranger (Carrie-Anne Moss) leads computer hacker Neo (Keanu Reeves) to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence. Neo joins legendary and dangerous rebel warrior Morpheus (Laurence Fishburne) in the battle to destroy the illusion enslaving humanity.
The Directors: The Wachowskis did really cool directing in this movie. He also directed the sequels including ""The Matrix Reloaded"", ""The Matrix Revolutions"" and ""The Matrix Resurrections""
The Actors: there cool actors are Keanu Reeves, Laurence Fishbourne, Carrie-Anne Moss and Australia's Hugo Weaving did cool acting like iconic Characters.
It's a Live-Action Movie
It's got Action and Sci-Fi in it
I enjoyed watching the movie when I was 9 but it's really cool
I love this movie because it's got Cyberpunk style, kung-fu fight scenes and Shooting Sprees. My Favourite Character is Neo because he's really cool.
This is one of my Favourite movies of all time
I give it 10/10
Thanks for Reading
Now Available to Buy on 4K / Blu-Ray / DVD / iTunes and Google Play.","samconlan94","https://www.imdb.com/user/ur51584111/?ref_=tt_urv","27 December 2021","10"
"","","Wow! I Finally Saw It!","https://www.imdb.com/review/rw5071966/?ref_=tt_urv","This is one of those movies that ""everyone"" has seen, except me. I tried to watch it with some friends about fifteen years ago, but they had two kids under five years old and I was only able to ingest it in five minute increments. So a friend lent me the video and I finally got a chance to see it. It's a pretty remarkable film. The premise of an alternative reality works here where it often fails. Keanu Reeves is a sort of messiah, not by his own choosing originally. He has been attacked and abused by men in sunglasses whom, we find out later, are a part of a representation of Artificial Intelligence. The side Neo ends up on are the original humans whose ranks have been nearly driven to extinction. Laurence Fishburne is the leader of the rebels and he believes the the Reeves character is ""the One."" I thoroughly enjoyed it but would have like a little more creative final scene. Too many shell casings. Apparently, weaponry didn't advance much in twenty years. But, it keeps one on edge with its special effects and its non-stop action.","Hitchcoc","https://www.imdb.com/user/ur0278527/?ref_=tt_urv","20 August 2019","9"
"","","Matrix - one of the greatest ever - in same league as The Shawshank Redemption & Interstellar","https://www.imdb.com/review/rw6185367/?ref_=tt_urv","What to say about the Matrix which has not already been said ? Sheer brilliance in every department. Those seeing faults in CGI can they come to terms with the fact this Universe looks exactly like it's meant to be real or unreal ? Why correlate with our Universe & how we see it ? 😊 Also, as for finding faults - well it's your limited understanding that you can't see the sheer beauty of Matrix Universe, concept of Maya, free will & choice. Matrix is not a film, it's a revolution. You don't get it now, one day you surely will, one day.... 😊","drrajeevshukla","https://www.imdb.com/user/ur67848488/?ref_=tt_urv","18 October 2020","10"
"","","The more you watch it, the better it gets","https://www.imdb.com/review/rw0510123/?ref_=tt_urv","The Wachowski brothers really did excel themselves with this movie. It's a brilliant movie on a number of different levels - the directing is excellent, the camera work is great, the visuals are stunning, the kung-fu is A+, acting is executed with style and conviction, and the plot is truly inspired. It's really hard to use enough superlatives on this movie!
It'd be a 10/10, except for the ending. Having Neo do what he does at the end really lets it down, in my opinion. However, there's a couple of sequels on the way, so let's see what the Wachowskis can do to make up for it.
Other than that, (and like I said above) the movie is operating on so many different levels that each time you watch it, you pick up something new... this isn't by accident, either. The Wachowski brothers had the actors read a number of definitive works (Simulation & Simulcra was one I believe) in modern literature and psychology, and applied liberal dashings of aspects of the major religions to provide the best sci-fi movie of the decade, if not ever.
I'm yet to meet somebody who hasn't enjoyed it. It's my favourite movie to watch on a good cinema system, too.","emptyskies","https://www.imdb.com/user/ur1714901/?ref_=tt_urv","23 April 2002","10"
"","","Almost my favorite movie ever! The metaphors/quotes should be more known!","https://www.imdb.com/review/rw4754914/?ref_=tt_urv","Truly a masterpiece in every way! If it wasn't for Fight Club this would my favorite; I've been on the fence about it. The Matrix along with They Live have the best metaphors about life/society, most of which a lot of the population aren't woke to!
For example the entire speech Morpheus says ""The Matrix is everywhere. It is all around us. Even now, in this very room. You can see it when you look out your window or when you turn on your television. You can feel it when you go to work... when you go to church... when you pay your taxes. It is the world that has been pulled over your eyes to blind you from the truth. That you are a slave, Like everyone else you were born into bondage. Into a prison that you cannot taste or see or touch. A prison for your mind."" Among other brilliant quotes like when he talks about what the world has become, then mentions we have become this referring to a battery. So many genius lines I could list that I won't.
The effects, stunts, lighting, sounds, and tone are outstandingly spot on! They really did train for the fight sequences for months I've seen all the special features plus more. Yes this is a sci-fi film, but I see it as a documentary as well. We're all slaves that take the blue pill throughout many things it's just hard to realize that. I also love what someone else said, it's a benchmark for sci-fi to come, that is very true and it's the last of its kind; movies aren't made like this anymore!
A lot of people worked hard to make this film what it is. I respect that; I've always wanted to work on film just haven't had a way for many reasons. If you've read this far or even at all thanks and sorry! I usually don't leave a review this long, just thought it was worth it for this one. Check out my others if you're interested for now 10 out of 10 phenomenal movie in many ways!","UniqueParticle","https://www.imdb.com/user/ur34836174/?ref_=tt_urv","31 March 2019","10"
"","","A great epic that sets the stage for the next level in sci-fi...","https://www.imdb.com/review/rw0509368/?ref_=tt_urv","Who is to say what is real or not? We are defined by our view of reality, no matter how twisted or demented it is in comparison to 'normal' people. *evil eye* Yes, I see you all, looking in the mirror, trying to decipher whether or not your view is the reality we all share.
The Matrix not only supplies the world with a whole new level of special effects mixed with style and substance, it also brings a whole new meaning to the word 'paranoria'. This is one of those great epics that becomes a milestone in our present day world, a mark for which just about everybody can appreciate. Not since the original Starwars trilogy has a science fiction film reached across almost the entire population and gripped it with awesome special effects, great sound, and a overall feel of ground breaking movie making magic. It also serves up a good dose of paranoid delusions we all need in our lives every now and then.
With that, I leave you with the fact that I've seen more different types of people liking this one film than most other films to date. Move over George Lucas, you may have just met your match... :)","MercurioKnight","https://www.imdb.com/user/ur0700873/?ref_=tt_urv","27 April 2000",""
"","","Still holds up 20 years later..","https://www.imdb.com/review/rw4444541/?ref_=tt_urv","Even with the new 4k hdr these the graphics and action scenes area holding up to the test of time. It not only looks better than mainstream movies today, you're hard pressed to tell what was added in visual effects and what was happening at the time of the shoot.
The entire tower scene, not just the bottom level, is a thing of beauty. From all of the rain and explosions and bits flying around that you can see clearly now in 4K, to the generated explosion when the bomb hits the basement. Just gorgeous. Give it a watch, or a rewatch. It's worth it even now more than ever.","mail-3216","https://www.imdb.com/user/ur11827164/?ref_=tt_urv","8 November 2018","10"
"","","One of the best openings in sci-fi history","https://www.imdb.com/review/rw7218895/?ref_=tt_urv","Without a doubt imo. We didn't have this kind of visuals back in 1999, this was a first. And watching it again makes me love what they did all over again. Can't wait for the new one!!","mrvino15","https://www.imdb.com/user/ur2089743/?ref_=tt_urv","12 August 2021","10"
"","","Once in a lifetime film experience","https://www.imdb.com/review/rw7659112/?ref_=tt_urv","Never will there be a film that can harness the creative worldbuilding, mind blowing story, and intricate themes of social commentary as well as The Matrix can. I first watched this film when I was merely 12, and was absolutely blown away by it, and rewatching it now, i'm so glad to catch so many little things that add to the depth of this film and its storytelling. The Wachowski's have created something masterful here, creating a dystopian sci-fi world unlike any other before it and managing to not only build upon it greatly throughout the film but allow the audience to be immersed within it as well. It's a movie that makes you think, and it may start off a bit slow because of that, but it knows what it's trying to do, and it doesn't need to apologize for it. Keanu Reeves, Laurence Fishburne, and Carrie-Anne Moss provide for excellent leads throughout the film. The cinematography is unique and gritty, its action style more than entertaining, and its deeper themes of societal norms and challenges make for quite an interesting commentary. Its special effects may not have aged very well today, but at the time they were quite unique and it fits the films vibe in a way that truly has to be seen to be believed. In the end, The Matrix is a sci-fi masterpiece and no one can tell me otherwise. Its an intricate and beautifully executed blend of action, sci-fi, and potential and just may be one of my favorite films the 1990's had to offer.
My Rating: 9.9/10.","aidanratesmovies","https://www.imdb.com/user/ur48282208/?ref_=tt_urv","18 December 2021","10"
"","","My favourite film","https://www.imdb.com/review/rw4618247/?ref_=tt_urv","The first time i watched this, i was absolutely amazed with the concept of it. The action is just so amazing to watch. I've seen this film 3 times and each time it just gets better. If you like sci fi action films then this is the film for you.","bencoops","https://www.imdb.com/user/ur98462335/?ref_=tt_urv","31 January 2019","10"
"","","The Matrix in 2021","https://www.imdb.com/review/rw6444241/?ref_=tt_urv","I can give 100 put of 10 if that's possible. This movie created a benchmark which I believe has not being met with any other film yet. When think of it you really get the feeling how this story was way ahead of it's time. It's still easily ahead of most Sci-Fi movies. This is a must watch movie for any kind of movie lover. It's is a masterpiece in it's own way. It's not for everyone as the idea itself is only for particular type of movie fans.
This is a movie way ahead of it's time. It's still a better movie than most of the movies we got to see in 2020 which had better technology! Some of the effects are way cooler than many recent movies. The action sequences use way better CGI than any recent movies we saw in 2020 or any other recent movies. It's full action packed and the effects they used is way ahead of their time.
Recommending this to be added to your must have must watchlist.","Sam_M_Antony","https://www.imdb.com/user/ur97664815/?ref_=tt_urv","4 January 2021","10"
"","","Let's ponder on the influence of ""The Matrix"" to the whole industry...","https://www.imdb.com/review/rw4429362/?ref_=tt_urv","It is funny how it has been 15 years since ""The Matrix Revolutions"", bringing the movie trilogy to a close. I wrote reviews for it and ""Reloaded"" as well back in 2003 and I realized that I had never written a few lines for the first movie. Well, here I am.
I will keep it short. We all know how good ""The Matrix"" is. The plot, the visuals, the mythos, it all adds up to a movie experience that is timeless. Almost 20 years later, it now has a ""retro"" vibe that makes it more interesting, with late 90s cars, rotary phones, Nokia cells and CRT monitors.
Today sets the 4K HDR release of the trilogy. Coming back to ""The Matrix"" after probably 10 years since my last viewing, it is a constant reminder of how the Wachowski's masterpiece shaped up the movie industry and its echos are still felt today.
A true timeless piece of movie history.","ShinKyo81","https://www.imdb.com/user/ur0578223/?ref_=tt_urv","31 October 2018","10"
"","","Saw for the umpteenth time 4K restores at 20th anniversary screening and still as awesome as ever","https://www.imdb.com/review/rw5030426/?ref_=tt_urv","Has truly stood the test of the time and was awesome to see it on the big screen after watching it so many times at home given I was only 4 on its original screening. The whole film almost stands the test of the time with the only noticeable CGI weakness the exploding agent smith near the end. Great story, acting and action. A true classic.","muamba_eats_toast","https://www.imdb.com/user/ur78018459/?ref_=tt_urv","30 July 2019","10"
"","","Checkmate in Gridlock...","https://www.imdb.com/review/rw6018534/?ref_=tt_urv","We gorge on the binaries prophesied through an ever increasing bandwidth as we exponentially widen our dietary desire to become what everyone wants us to be without thought for who or what we really are or could be.","Xstal","https://www.imdb.com/user/ur4103165/?ref_=tt_urv","22 August 2020","9"
"","","One of the Best Sci-Fi movie","https://www.imdb.com/review/rw6013699/?ref_=tt_urv","""The Matrix"" concept that is introduced in the movie is outstanding. This movie has a very good storyline. Visuals and sound effects are also good. Action scenes are a delight to watch. No wonder that this movie has won 4 Oscars. It's worth it.
Must Watch Movie in Lifetime.","Sudarshan_Pawar","https://www.imdb.com/user/ur121946589/?ref_=tt_urv","21 August 2020","10"
"","","50 years at a max the Matrix movie will become our real world!","https://www.imdb.com/review/rw2045008/?ref_=tt_urv","I find it strange that most of the people who watched Matrix were only attracted by the visual effects and overlooked the scientific facts on which this movie was based.
People enjoyed the flying mostly and hence liked Matrix 1 more than they did with 2 and 3 although the answer was in part 3 that is who will win the war eventually between humans and machines. Some people they make fun of the idea that one day humans will be in direct war with machines but those people have not read yet about the Nano technology. The latter technology offers something like the software which teaches Neo how to fight in little time. Well through Nano, they will be able to plant a brainlike chip which works 10,000 times faster than our brain and they are now trying to optimize the speed limit in a way that doesn't endanger our brain which might be burnt working under such speed.
As for the flying part, it is very possible if the science of Psychokinesis is given more consideration and in the near future I reckon they will with the evolution of human body which is going toward less and less movement. Has anyone seen the prototype of the new cars which have no pedals and we use sticks to drive and direct the car in different directions.
Well, I guess the movie has tackled all these scientific aspects alongside psychological and philosophical ones in a very brilliant way and I 100% give this move 20 on a scale out of 10!","zfiany","https://www.imdb.com/user/ur19935607/?ref_=tt_urv","30 March 2009","10"
"","","The most influential and refreshing science-fiction movie since ""Star Wars"".","https://www.imdb.com/review/rw1325661/?ref_=tt_urv","""The Matrix"" has redefined the science-fiction genre. Previous to this movie, most science-fiction movies consisted out of scene's in space with spacecrafts, aliens, all set in a futuristic world. Most movies that tried to be different from this, mostly failed. ""The Matrix"" does however does not fail and it redefined the science-fiction genre and has taken it to a whole different and more seriously taken level of movie-making. The movie has inspired many different movies ever since and showed that science-fiction and action elements are a great and spectacular combination. From that perspective ""The Matrix"" is one of the most important movies for film-making, from the '90's.
This is a superb piece of movie-making. The Wachowski 'brothers' were obviously inspired by the Japanese anime style and they transform that style spectacularly into a life-action movie. Because of the style and flair of the movie, it makes the action look spectacular and even also look as something totally new. The fantastic bullet-time effects were something unseen before and are already alone reason enough why this movie is already almost a classic and certainly unforgettable movie. The style and new effects used in the movie make this movie to be also a refreshing one. It's an extremely original movie, both story-wise and technique-wise.
Especially the action is what truly makes this movie a success. The fight and action sequences are beautifully choreographed. It also all is beautifully shot by cinematographer Bill Pope, who uses some fantastic lighting and camera-angles at times. The musical score from Don Davis is also quite good. Also the costumes and settings most certainly do not disappoint. The special effects are spectacular and also something totally new at times.
The cast is not the strongest element of the movie. Keanu Reeves is fairly good as the main character but he lacks some charisma at times. Some goes for Carrie-Anne Moss to be honest. Actors who do not disappoint are Laurence Fishburne, Joe Pantoliano and the fantastic Hugo Weaving in his real big breakthrough role. He is an excellent 'villain' because of his look and way of acting.
But what really makes and shapes the movie is its story. Yes, it's complex and believe, not everything makes sense or is explained in a satisfying way but it at least is something totally original and imaginative. The story really shapes the movie and its style and make the action and science-fiction elements of the movie work fantastically together.
The movie is great non-stop spectacular action entertaining that doesn't even get slow or boring even when nothing is really happening. This is mainly due to the imaginative powerful story of the movie. If you don't understand and/or get the story the first time, just watch it a second or third time. The movie is worth it. The movie uses multiple layers, symbolism and elements from religions and other styles of movie-making. It makes you discover more new things, every time you watch the movie. One of the most original and influential movies from the '90's and therefor also an absolute must-see!
10/10
http://bobafett1138.blogspot.com/","Boba_Fett1138","https://www.imdb.com/user/ur1416505/?ref_=tt_urv","26 March 2006","10"
"","","Whoa!","https://www.imdb.com/review/rw2157668/?ref_=tt_urv","With The Matrix having already received 3294 comments and 342,457 votes (with an average rating of 8.7), the last thing IMDb needs is another rambling review from an avid fan describing in precise detail why this film is such a revelation in terms of action and sci-fi cinema.
What I will say is that the film is a stroke of genius that taps into the subconscious belief that our reality is not all it seems to be and mines it for all it's worth, developing a philosophical mythos of biblical proportions in the process, whilst introducing technical and directorial innovations that will be mimicked for years to come.
It also features some kick-ass fight scenes (with jaw-dropping choreography by HK legend Yuen Woo Ping), a superb metal and techno soundtrack, and the awesome sight of Carrie Ann Moss almost completely clad in black PVC (or is it rubber? Oh, who cares... it looks great!!!).
In short: with The Matrix, the Wachowski Brothers have given sci-fi fans one of the finest films of the genre ever.
What a shame they had to go and make those sequels!","BA_Harrison","https://www.imdb.com/user/ur0945066/?ref_=tt_urv","14 November 2009","10"
"","","Ultra cool sci-fi","https://www.imdb.com/review/rw2901955/?ref_=tt_urv","The Wachowski brothers have created one of the more interesting sci-fi world. Neo (Keanu Reeves) is a computer hacker who has a nagging intuition that the world is wrong. He is literally Alice who goes down the rabbit hole and finds his world is actually Wonderland. It marries Lewis Carroll with HongKong Kung Fu wirework and the back trenchcoat. They invent bullet time and amp up the cool factor in gun fights.
The story borrows heavily from a lot of different sources. Machines have taken over. The world is a computer construct. People fight using computer avatars. These are all ideas that have been done before. The Wachowskis have weaved it all together into a functional tapestry.
But it is ultimately the cool visuals that makes this movie unique. For a relatively lower big budget, the production value is incredible. They have squeezed every movie magic out of all the visual and computer effects.","SnoopyStyle","https://www.imdb.com/user/ur2898520/?ref_=tt_urv","9 November 2013","9"
"","","at last, something I can recommend","https://www.imdb.com/review/rw0509271/?ref_=tt_urv","The first 45 minutes of this film had me very excited. It is so rare that I will go to the theater and be presented with something which is both original and intelligent. It managed to hang in there throughout, though the ending was too formulaic. In addition, the voice-over at the very end reminded me of the final scene in Saving Private Ryan. It almost ruins a fantastic film.
The only other objection I can come up with is that the you must know, you must be type philosophy being handed out was just a tad hokey. I must pleasantly admit though, since I don't get to admit this very often, that The Matrix is worth seeing despite these things.
The visuals are extremely impressive, particularly the ""white room,"" the baby harvester, the training scene with the ""red woman,"" the Reeves interrogation scene... I have to agree with some of the previous comments that the plot idea won't seem overly original to a fan of Philip K Dick, but then what is original after you've read him? The Matrix has more original things to say than two months worth of standard Hollywood fare. I have a great deal of respect for a film which will have someone say ""they're turning humans into this"" and hold up a battery. A plot which looks at man as machine will get a thumbs up from me just for trying.
I feel some hope for the future of movie-making in America to be able to recommend this film.","MrsRainbow","https://www.imdb.com/user/ur0215141/?ref_=tt_urv","2 April 1999",""
"","","Is it real","https://www.imdb.com/review/rw6639695/?ref_=tt_urv","I have all three movies at home and I really enjoy them despite not understanding them but these films do have amazing special effects shots","c_bar-09478","https://www.imdb.com/user/ur129721247/?ref_=tt_urv","26 February 2021","10"
"","","A breakthrough in motion picture","https://www.imdb.com/review/rw4899874/?ref_=tt_urv","The Matrix was made at a time where special effects were reaching more and more to their peak and because of that along with story, the Wachowski brothers (now sisters) were able to create a breakthrough in movie history.
The Matrix is pure art.","Adam-09265","https://www.imdb.com/user/ur65818489/?ref_=tt_urv","30 May 2019","9"
"","","Stunning and wild...","https://www.imdb.com/review/rw0509731/?ref_=tt_urv","It's been a while since a movie has generated enough interest in me for me to watch it. ""The Matrix"" looked exciting enough in the trailers, so I decided to give it a look. What I found was an amazing movie, with some of the greatest special effects I've ever seen. The camera angles really work for the action sequences and the choreographed fight scenes made me yearn for more. Say what you want about Keanu Reeves' acting. He may not deliver the best dialogue, but his look can carry a film. He was a great choice for the role of Neo. Carrie Anne Moss was great as was the underrated Laurence Fishburne. I highly recommend this film for those who are a fan of visually stunning movies. It will blow away your senses...","Pessimisticynic","https://www.imdb.com/user/ur0266097/?ref_=tt_urv","3 April 1999","10"
"","","The Matrix has Buddhist themes","https://www.imdb.com/review/rw1100760/?ref_=tt_urv","A large part of the appeal of 'The Matrix' for me was the special effects and action-packed scenes. But, on reflection, part of the appeal is also its philosophical and religious underpinnings...
When asked whether Buddhist ideas influenced them, the Wachowski brothers offered an unqualified ""Yes!"" and at a very basic level, the movie portrays two levels of reality: our everyday existence and a deeper, more significant, underlying reality (the matrix). This is very much like the Two Truths in Buddhism: relative truth, in which everything is perception, and ultimate truth which is the way things really are (objective reality).
Because of our ignorance, we mistake the everyday world for something real and objective, and this is the cause of our suffering. As in 'The Matrix', breaking through relative truth to direct contact with ultimate truth represents a high spiritual attainment, some would say enlightenment, an awakening. (Remember the message on Neo's computer screen: ""Wake up, Neo!"")
Mahayana Buddhism suggests that there are great spiritual warriors (like Neo?) who are walking the path from ignorance to enlightenment, and who can in turn guide us on the path.","johnfos","https://www.imdb.com/user/ur5306440/?ref_=tt_urv","11 June 2005","9"
"","","In a word: ""Whoa!"" - iconoclastic sci-fi actioner sets a new standard.","https://www.imdb.com/review/rw0511233/?ref_=tt_urv","THE MATRIX (1999) **** Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Joe Pantoliano. Waycoo state-of-the-art visual effects and some kickass blending of cyberpunk sci-fi, action, film noir, religious oracle imagery and oh yeah a mind-bending story line of Neo, The Chosen One for the 21st Century in the form of lovable lunkhead Reeves (`.whoa!') who finds himself in a nightmare of virtual reality being controlled by an alien race hellbent on total domination and destruction of mankind. Some excellently edited and choreographed sequences by wunderkinds, flavors-of-the-decade directing brothers Wachowski, Andy & Larry, whose graphic novel (read: comic book) depiction a la `Blade Runner', `Dark City' and any other sci-fi fable of humanity questioning What's It All About navel gazing gives off a giddy, guilty rush of adrenaline and one head rush of a movie viewing experience. Kudos to production designer Owen Paterson's sleek, sexy visionary and cinematographer's nifty, tricky photography.","george.schmidt","https://www.imdb.com/user/ur0937743/?ref_=tt_urv","16 May 2003",""
"","","One of the best movies ever! (This review is only about the original Matrix movie)","https://www.imdb.com/review/rw4174050/?ref_=tt_urv","The Matrix is one of the best sci-fi movies ever made!
I read it used to be one of Tarantino's favourite ones too, but the second and third ones ruined the whole beautiful idea and brought the overall value of the movie pretty low.
The story/philosophy is mind-blowing and the directing, special effects and the overall performance absolutely amazing.
Thomas Anderson (Keanu Reeves) is an IT specialist in his day-to-day job and a hacker (alias Neo) during the night. He is looking for Morpheous (Lawrence Fishburn) who could give him the answer to the question 'What is the Matrix?' The more relevant questions to ask, though, would be ""How would you know the difference between the dream world and the real world?"" and ""How would you know if what is happening right now is not a virtual reality?""
The antagonist, Agent Smith (Hugo Weaving), is one of my favourite characters. Just watch his mouth - the way he speaks, the tone and pitch of his voice, his pronunciation, even the pauses he makes while speaking, have an incredible effect on the viewer. The concept of people being like cancer to this world is absolutely astounding.
Carrie Ann Moss was the perfect choice for Trinity because any other blond, big lipped, big brested 'bimbo' would have totally ruined her character.
A few more questions pop up in one's mind. ""Haven't we gone too far creating such super intelligent machines?"", ""What if they become so powerfull one day and take control over humanity?""
The acting's just amazing, all of them, no exceptions. The 4 leading characters though... (Morphy, Trinity, Neo & Agent Smith) - (yes, to me there are 4 leads) - I love them all. I can't imagine the movie with any other 4 actors but L. Fishbourn, C.A. Moss, Keanu and H. Weaving. They were born to play those roles.
Whoever did the casting did a terrific job. Bravo!
Brilliant, absolutely brilliant!","elto-30283","https://www.imdb.com/user/ur88491595/?ref_=tt_urv","22 May 2018","10"
"","","Top-notch movie with impressive production design , marvelous effects and incredible visual designs","https://www.imdb.com/review/rw2568888/?ref_=tt_urv","Overwhelming and spectacular first part from a trilogy with some of the best action scenes ever made . This excitingly original film is full of thrills , cutting-edge visuals, stylist innovations , fights , tension , suspense and groundbreaking races , but also several commercial elements , including computer-simulated violence . This is a dynamic, fast-paced and amusing movie , though overlong . It's an enjoyable , if somewhat light-headed piece of escapism with state-of-art special effects and straightforward screenplay . Big-budgeted film by the great producer Joel Silver led to break into the booming Sci-Fi/adventure/fantasy market plenty of inventiveness and imagination . Full of action, it's complemented by rousing scenes , breathtaking fights and struggles are spotlights . It deals with Neo (Keanu Reeves) ¨who is thought to be the chosen one¨ a computer hacker learns from mysterious rebels about the true nature of his reality and his role in the war against its controllers . One night, a mysterious woman named Trinity (Carrie-Anne Moss)seeks him out and introduces him to that faceless character he has been waiting for : Morpheus (Laurence Fishburne) who carries him to Oracle (Gloria Foster) . Then Neo is advised by the Oracle about his future . As Neo learns about Matrix , he aware all life on Earth may be nothing more than an elaborate masquerade created by a malevolent cyber-intelligence and he results to be the chosen one . The rebel leaders led by Morpheus estimate that they have little time until 250,000 probes discover Zion and destroy it and its inhabitants. During this, Neo has to decide how he can save Trinity , Morpheus and partners from a dark fate and taking on Agent Smith (Hugo Weaving) and his hoodlums . Meanwhile , a traitor betrays the group and the events get worse . It is a dark time for the world in this first adventure as the epic war between man and machine reaches a thundering crescendo : The group desperately battle to hold back the marauding Sentinel invasion from overtaking them . Neo, Morpheus and Trinity race against time to get their purports . While the human city of Zion is preparing for the oncoming war with the machines with very little chances of survival.
This is an action-packed , booming following with some of the best action scenes ever filmed , plenty of bounds and leaps over buildings , including awesome visual effects by John Gaeta . This thrilling movie contains impressive fights , chills , breathtaking designs , dense philosophy and many other things . From the beginning to the end the comic-book action-packed and extreme violence is continued and it's fast movement ; for that reason the picture is pretty amusing ; furthermore contains lots of spectacular combats in mart arts style staged by Yue Woo Ping who also made ¨Kill Bill¨ and ¨Crouching tiger, hidden dragon¨ . Contrived beyond belief with spectacular struggles that play like video games , but slickly calculated to please 2000s audiences . Moving and pulsing musical score by Don Davis . Magnificent , glamorous production design by Owen Paterson . Colorful and imaginative cinematography by Bill Pope . The motion picture is stunningly written , produced and directed by Larry and Andy Wachowski-The Wachowski Brothers . It' s followed by ¨Matrix Reload¨ and ¨Matrix revolutions¨ with similar artistic team and cast adding Anthony Zerbe , Harry Lennix, Gina Torres , Harold Perrineau, Jada Pinkett Smith, Nora Gaye , among others in which the the city of Zion , the last outpost of humanity , is defended by valiant warriors against the massive invasion of the machines to save the humanity as Neo , Morpheus and Trinity fight to end the war at another front while also opposing the invasion on the hidden underground refuge .","ma-cortes","https://www.imdb.com/user/ur3270789/?ref_=tt_urv","20 February 2012","9"
"","","The Matrix Madness!","https://www.imdb.com/review/rw5869003/?ref_=tt_urv","Omg what a movie is this... 1999 are you kidding me.... who can think of a concept like this in 1999.... One of the greatest SciFi movie ever made in the history of Cinema PERIOD","soumyalal2","https://www.imdb.com/user/ur28510583/?ref_=tt_urv","30 June 2020","10"
"","","I somehow avoided spoilers for 22 years","https://www.imdb.com/review/rw7679599/?ref_=tt_urv","As the most senior movie on my watchlist, The Matrix has been on the back of my mind for years. I knew it was genre redefining for the time, but I assumed that it would not age well given how tech dependant it should have been. I could not have been more wrong.
The Matrix has some of the best practical effects that I have ever seen. The CGI tech was jarring whenever it was used, but thankfully it wasn't relied on heavily. The score was fantastic, the plot intriguing, and the story enthralling. This is the best action film I have seen to date.","jackgdemoss","https://www.imdb.com/user/ur87808462/?ref_=tt_urv","24 December 2021","9"
"","","Guns. Leather. Keanu Reeves. How cool can it get?","https://www.imdb.com/review/rw0509495/?ref_=tt_urv","You walk into this film not knowing what the Matrix is. You take your seat and watch the trailers. The green Warner Brothers (green? you ask) trademark comes up, and without warning you are thrust into the Wachowski brothers grand vision. 2 hours of excitement later, you stumble out of the cinema, knowing what the Matrix is.
This is one great movie. Keanu Reeves is cooler than cool as Neo. The Wachowski brothers skilful direction is brilliant. The special effects sequences will blow you away, did I mention the government lobby scene?
The film starts off with a 'what is real?' first half, and then the first kung-fu sequence makes way for an action- packed, John Woo-esque second half with slomo and style cranked up all the way to the top. Did I mention the government lobby scene?
Keanu becomes Cool Keanu, Carrie-Anne Moss is a real find and Hugo Weaving is perfect in his against typecasting role as the evil Agent Smith.
You may notice in this review that I have not revealed what the Matrix is. Like the trailer says, 'You have to see it for yourself.'
Excellent. Best film of '99. 9/10.","dogg01","https://www.imdb.com/user/ur0650038/?ref_=tt_urv","19 July 2000","8"
"","","The Matrix","https://www.imdb.com/review/rw6185869/?ref_=tt_urv","One of the best action and science fiction films. I hope the fourth part is the required standard","auuwws","https://www.imdb.com/user/ur118977607/?ref_=tt_urv","18 October 2020","9"
